gene	01_ctrl	02_ctrl	03_ctrl	04_ctrl	05_tx	06_tx	07_tx	08_tx
Hyls1	3	24	31	20	26	8	19	4
Pate4	0	0	0	0	0	0	0	0
Pate2	0	0	0	0	0	0	0	0
Pate3	0	0	0	0	0	0	0	0
Pate1	0	0	0	0	0	0	0	0
Pate10	0	0	0	0	0	0	0	0
Pate7	0	0	0	0	0	0	0	0
Pate6	0	0	0	0	0	0	0	0
Pate5	0	0	0	0	0	0	0	0
Gm3428	0	0	0	0	0	0	0	0
Pate13	0	0	0	0	0	0	0	0
Gm5916	0	0	0	1	0	0	0	0
Gm3434	0	0	0	0	0	0	0	0
Gm3867	0	0	0	0	0	0	0	0
Pate12	0	0	0	0	0	0	0	0
Pate11	0	0	0	0	0	0	0	0
Pate9	0	0	0	0	0	0	0	0
Pate8	0	0	0	0	0	0	0	0
Pate14	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	4	0	0	0	0	0
Acrv1	0	0	0	0	0	0	0	0
Chek1	1178	1247	1365	1299	1106	1183	1165	1047
Stt3a	1660	1810	1737	1763	1617	1864	1949	1698
Gm26787	0	2	0	0	0	0	0	6
Ei24	421	472	423	461	433	455	442	525
Fez1	0	0	0	0	0	0	0	0
Pknox2	4	1	1	2	0	1	2	0
Gm34652	0	0	0	0	0	0	0	0
Gm34538	0	1	0	0	0	1	0	0
Tmem218	31	10	44	38	50	24	26	13
Slc37a2	10	17	11	15	13	4	19	13
Ccdc15	637	649	594	491	451	543	554	492
Gm34885	0	0	0	0	0	0	0	0
Hepacam	0	1	6	0	0	0	1	0
Robo4	12	6	7	8	7	4	6	5
Robo3	4	0	0	0	0	0	0	0
Msantd2	1395	1249	1411	1224	1226	1202	1573	977
Esam	70	42	44	57	40	45	34	41
Vsig2	2	2	2	3	1	2	2	2
Nrgn	20	11	18	14	24	18	10	15
Gm46107	0	0	0	0	0	0	0	0
Spa17	27	21	30	36	13	27	26	24
Siae	87	57	77	47	72	95	90	69
Tbrg1	1877	1368	1748	1687	1563	1646	1800	1366
Panx3	0	0	0	0	0	0	0	0
Olfr160	0	0	0	0	0	0	0	0
Olfr151	0	0	0	0	0	0	0	0
Olfr874	0	0	0	0	0	0	0	0
Olfr875	0	0	0	0	0	0	0	0
Olfr876	0	0	0	0	0	0	0	0
Gm24764	0	0	0	0	0	0	0	0
Olfr877	0	0	0	0	0	0	0	0
Olfr145	0	0	0	0	0	0	0	0
Olfr878	0	0	0	0	0	0	0	0
Olfr881	0	0	0	0	0	0	0	0
Olfr883	0	0	0	0	0	0	0	0
Olfr884	0	0	0	0	0	0	0	0
Olfr885	0	0	0	0	0	0	0	0
Olfr887	0	0	0	0	0	0	0	0
Olfr888	0	0	0	0	0	0	0	0
Olfr889	0	0	0	0	0	0	0	0
Olfr890	0	0	0	0	0	0	0	0
Olfr891	0	0	0	0	0	0	0	0
Olfr893	0	0	0	0	0	0	0	0
Olfr894	0	0	0	0	0	0	0	0
Olfr143	0	0	0	0	0	0	0	0
Olfr895	0	0	0	0	0	0	0	0
Olfr25	0	0	0	0	0	0	0	0
Olfr898	0	0	0	0	0	0	0	0
Olfr250	0	0	0	0	0	0	0	0
Olfr251	0	0	0	0	0	0	0	0
Olfr147	0	0	0	0	0	0	0	0
Olfr901	0	0	0	0	0	0	0	0
Olfr902	0	0	0	0	0	0	0	0
Olfr904	0	0	0	0	0	0	0	0
Olfr905	0	0	0	0	0	0	0	0
Olfr906	0	0	0	0	0	0	0	0
Olfr907	0	0	0	0	0	0	0	0
Olfr908	0	0	0	0	0	0	0	0
Olfr911-ps1	0	0	0	0	0	0	0	0
Olfr910	0	0	0	0	0	0	0	0
Olfr912	0	0	0	0	0	0	0	0
Olfr913	0	0	0	0	0	0	0	0
Olfr914	0	0	0	0	0	0	0	0
Olfr915	0	0	0	0	0	0	0	0
Olfr916	0	0	0	0	0	0	0	0
Olfr917	0	0	0	0	0	0	0	0
Olfr918	0	0	0	0	0	0	0	0
Olfr919	0	0	0	0	0	0	0	0
Vwa5a	91	59	67	79	48	38	96	42
Olfr920	3	1	1	2	0	0	0	0
Olfr921	0	0	0	0	0	0	0	0
Olfr922	0	0	0	0	0	0	0	0
Olfr923	0	0	0	0	0	0	0	0
Olfr924	0	0	0	0	0	0	0	0
Olfr26	0	0	0	0	0	0	0	0
Olfr926	0	0	0	0	0	0	0	0
Olfr930	0	0	0	0	0	0	0	0
Olfr933	0	0	0	0	0	0	0	0
Olfr934	0	0	0	0	0	0	0	0
Olfr935	0	0	0	0	0	0	0	0
Olfr146	0	0	0	0	0	0	0	0
Olfr936	0	0	0	0	0	0	0	0
Olfr937	0	0	0	0	0	0	0	0
Olfr938	0	0	0	0	0	0	0	0
Olfr27	0	0	0	0	0	0	0	0
Olfr943	0	0	0	0	0	0	0	0
Olfr944	0	0	0	0	0	0	0	0
Olfr1537	0	0	0	0	0	0	0	0
Olfr945	0	0	0	0	0	0	0	0
Olfr947-ps1	0	0	0	0	0	0	0	0
Olfr948	0	0	0	0	0	0	0	0
Olfr951	0	0	0	0	0	0	0	0
Olfr952	0	0	0	0	0	0	0	0
Olfr954	0	0	0	0	0	0	0	0
Olfr955	0	0	0	0	0	0	0	0
Olfr44	0	0	0	0	0	0	0	0
Olfr957	0	0	0	0	0	0	0	0
Gm24278	0	0	0	0	0	0	0	0
Olfr958	0	0	0	0	0	0	0	0
Olfr959	0	0	0	0	0	0	0	0
AW551984	0	0	0	0	0	0	0	0
Olfr148	0	0	0	0	0	0	0	0
Olfr960	0	0	0	0	0	0	0	0
Olfr961	0	0	0	0	0	0	0	0
Olfr963	0	0	0	0	0	0	0	0
Olfr149	0	0	0	0	0	0	0	0
Olfr965	0	0	0	0	0	0	0	0
Olfr150	0	0	0	0	0	0	0	0
Olfr967	0	0	0	0	0	0	0	0
Olfr968	0	0	0	0	0	0	0	0
Olfr969	0	0	0	0	0	0	0	0
Olfr970	0	0	0	0	0	0	0	0
Olfr971	0	0	0	0	0	0	0	0
Olfr972	0	0	0	0	0	0	0	0
Olfr229	0	0	0	0	0	0	0	0
Olfr974	0	0	0	0	0	0	0	0
Olfr975	0	0	0	0	0	0	0	0
Olfr976	0	0	0	0	0	0	0	0
Olfr978	0	0	0	0	0	0	0	0
Olfr979	0	0	0	0	0	0	0	0
Olfr980	0	0	0	0	0	0	0	0
Olfr981	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	0
Olfr982	0	0	0	0	0	0	0	0
Olfr983	0	0	0	0	0	0	0	0
Olfr984	0	0	0	0	0	0	0	0
Olfr985	0	0	0	0	0	0	0	0
Gm35123	0	0	0	0	0	0	0	0
Tmem225	0	0	0	0	0	0	0	0
Olfr986	0	0	0	0	0	0	0	0
Zfp202	58	116	65	87	89	73	144	47
Scn3b	3	3	9	6	4	4	3	2
Gramd1b	820	861	825	856	762	960	872	880
1700110K17Rik	0	0	0	0	0	0	0	0
Gm51668	0	0	0	0	0	0	0	0
Gm35177	0	0	0	0	0	0	0	0
Gm48277	0	0	0	0	0	0	0	0
Gm39319	0	0	0	0	0	0	0	0
Gm35371	0	0	0	0	0	0	0	0
Clmp	9	7	6	2	3	4	5	8
Hspa8	14465	14304	14782	15216	15327	14929	15507	14003
Snord14c	116	88	112	121	67	48	90	64
Snord14d	60	93	72	51	57	92	157	56
Snord14e	140	111	251	201	169	123	222	210
Bsx	0	0	0	0	0	0	0	0
Jhy	1	2	0	0	1	1	1	0
Crtam	1389	1188	1317	1303	1512	1435	1524	1441
Ubash3b	355	400	377	354	357	406	412	424
Gm35657	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	0
Gm25401	0	0	0	0	0	0	0	0
Mir100hg	4	3	4	1	4	3	4	3
Mir100	0	0	0	0	0	0	0	0
Mirlet7a-2	0	0	0	0	0	0	0	0
Gm51670	0	0	0	0	0	0	0	0
Mir125b-1	0	0	0	0	0	0	0	0
Gm35835	0	0	0	1	0	0	0	0
Gm46143	0	0	0	0	0	0	0	0
LOC115486408	0	0	0	0	0	0	0	0
Gm35940	0	0	0	0	0	0	0	0
6720432D03Rik	0	0	0	0	0	0	0	0
Gm40513	0	0	0	0	0	0	0	0
Gm36170	0	0	0	0	0	0	0	0
Gm40514	0	0	0	0	0	0	0	0
Gm36227	0	0	0	0	0	0	0	0
Sorl1	725	660	779	749	718	798	712	678
Gm16214	0	0	0	0	0	0	0	0
Gm39321	2	0	0	0	0	1	0	0
4930546K05Rik	0	0	0	0	0	0	0	0
Gm36390	0	0	0	0	0	0	0	0
Gm40515	0	0	0	0	0	0	0	1
Sc5d	1289	1274	1437	1251	1411	1233	1248	1054
Gm36435	0	0	0	0	0	0	0	0
Gm26272	0	0	0	0	0	0	0	0
Tecta	0	0	0	0	0	0	0	0
Gm47629	0	0	0	0	0	0	0	0
Tbcel	873	959	857	825	768	686	778	584
Gm16322	0	0	0	0	0	0	0	0
Grik4	0	0	0	3	0	0	0	0
Gm36590	0	0	0	0	0	0	0	0
Gm36648	0	0	0	0	0	0	0	0
Arhgef12	484	425	471	551	324	473	490	403
Tlcd5	0	7	0	4	7	4	0	23
Pou2f3	0	0	0	0	0	1	0	0
Oaf	23	60	54	35	35	42	21	41
D630033O11Rik	0	0	0	0	0	0	0	0
Trim29	1	1	1	5	2	0	4	0
Gm36799	0	0	0	0	0	0	0	0
Gm36855	0	0	0	0	0	0	0	1
Gm29909	0	0	0	0	0	0	0	0
Gm29961	0	0	0	0	0	0	0	0
Gm30015	0	0	0	0	0	1	0	0
Nectin1	22	12	19	50	36	13	11	31
Gm46108	2	0	0	5	9	2	0	1
Gm3898	0	0	0	0	0	0	0	0
Gm39322	0	0	0	0	0	0	0	0
Gm23326	0	0	0	0	0	0	0	0
Gm30373	317	172	163	180	144	173	175	139
Gm39323	348	372	472	327	342	322	266	268
Thy1	6449	5823	6366	6412	6717	6705	6856	6099
Gm39325	0	0	3	0	0	11	0	0
Usp2	219	181	248	175	210	238	209	242
Gm38444	3	1	4	3	4	11	30	9
C1qtnf5	0	0	0	0	0	0	0	0
Mfrp	0	0	0	0	0	0	0	0
Rnf26	243	211	141	184	93	131	82	83
Gm10687	5	16	2	3	10	3	7	2
Mcam	28	33	40	22	24	24	31	18
Cbl	2948	3152	3197	3204	2866	3154	3118	2602
Ccdc153	12	15	9	12	17	11	12	15
Pdzd3	0	6	0	3	0	0	0	0
Nlrx1	33	40	37	68	19	43	18	17
Abcg4	0	0	1	0	5	2	0	3
Hinfp	395	310	369	329	412	308	404	306
C2cd2l	213	186	202	168	224	161	198	233
Dpagt1	644	638	702	546	635	620	748	622
H2ax	925	865	1032	926	978	939	1012	868
Hmbs	391	377	342	398	332	355	324	330
Vps11	174	207	188	221	234	169	262	255
Gm40516	0	0	5	1	0	0	0	0
Hyou1	827	821	798	778	769	648	1008	581
Gm26306	0	0	0	0	0	0	0	0
Slc37a4	119	201	148	235	137	184	189	145
Mir7085	0	0	0	0	0	0	0	0
Trappc4	1471	1679	1596	1367	1735	1700	1503	1523
Rps25	26966	22149	27392	24151	24087	23237	25833	23532
Ccdc84	414	526	543	479	452	331	459	436
Foxr1	0	0	5	0	0	7	7	0
Upk2	0	0	1	0	0	0	0	0
Gm22540	1	0	0	0	4	0	0	1
Bcl9l	585	513	517	453	642	555	702	426
Cxcr5	24	47	65	54	63	86	41	42
LOC108167647	0	0	0	0	0	0	0	0
Ddx6	4473	4196	4320	4020	4305	4409	4670	3592
BC049987	0	0	0	0	0	0	0	0
Treh	0	0	0	0	0	0	0	0
Phldb1	63	61	97	77	97	84	44	54
Gm24166	0	0	0	0	10	0	0	0
Arcn1	603	467	659	692	680	743	691	648
Ift46	98	115	121	104	75	97	66	83
Tmem25	0	6	8	0	13	0	2	23
Ttc36	0	0	1	0	7	0	1	0
Kmt2a	5161	4495	5005	4946	4479	4247	4177	3792
Gm39326	0	0	9	9	3	20	4	3
Gm30883	0	0	0	0	0	0	0	0
Atp5l	37	118	92	134	114	77	103	80
Gm30934	3	7	7	13	31	6	26	6
Ube4a	414	356	488	378	483	409	444	397
Cd3g	335	336	394	306	439	433	383	410
Cd3d	3022	2982	3404	2864	2774	3127	3045	3001
Cd3e	1476	1363	1387	1577	1506	1608	1520	1332
Mpzl2	84	50	89	74	77	114	69	102
Mpzl3	398	352	345	372	349	275	324	320
Jaml	1757	1475	1718	1579	1655	2017	2125	1897
Gm10684	0	0	0	0	0	0	0	0
Scn2b	9	0	3	11	9	11	2	5
Scn4b	0	0	0	0	1	0	3	0
Gm39327	0	0	0	0	0	0	0	0
Tmprss4	2	2	3	4	2	3	1	1
BC049352	0	0	0	0	0	0	0	1
Il10ra	228	181	223	189	217	202	213	170
Mir7086	0	0	0	0	0	0	0	0
Lncbate3	0	0	0	0	0	0	0	0
Tmprss13	1	0	0	0	0	0	0	1
Fxyd6	8	6	4	13	5	7	4	9
Fxyd2	0	0	0	0	0	0	1	1
4833428L15Rik	1	0	0	0	1	0	0	1
Dscaml1	0	0	0	0	0	0	0	0
Gm22069	0	0	0	0	0	0	0	0
Cep164	222	214	364	267	190	270	293	170
Bace1	5	7	5	9	4	4	1	11
Rnf214	964	845	900	1065	966	858	911	842
Pcsk7	209	226	229	210	155	190	259	202
Tagln	33	28	23	24	27	15	20	19
Sidt2	644	536	562	596	608	609	665	695
Mir7087	0	0	0	0	0	0	0	0
A830035O19Rik	0	0	0	4	0	0	1	0
Pafah1b2	1332	1253	1460	1451	1390	1514	1618	1306
Sik3	694	645	736	705	594	647	643	530
Gm46110	0	0	0	0	0	0	0	0
Apoa1	1	5	1	0	8	0	0	1
Apoc3	0	0	0	0	0	0	0	0
Apoa4	0	0	0	0	0	0	0	0
Apoa5	1	0	0	0	0	0	0	0
Zpr1	1943	1767	1770	1638	1819	1669	1718	1777
Bud13	872	943	957	986	938	815	876	813
4931429L15Rik	0	0	0	0	0	0	0	0
LOC115487163	0	0	1	0	4	0	1	0
4930448E22Rik	0	0	0	0	0	0	0	0
Gm39329	0	0	0	0	0	0	0	0
Gm31374	0	0	0	0	0	0	0	0
Gm31432	0	0	0	0	0	0	0	0
Gm22659	0	0	0	0	0	0	0	0
Gm31557	0	0	0	0	0	0	0	0
Gm22805	0	0	0	0	1	0	0	0
Gm31614	0	0	0	0	0	0	0	0
Gm39330	0	0	0	0	0	0	0	0
2900052N01Rik	0	0	0	1	0	0	0	0
Gm39331	0	0	0	0	0	0	0	0
Gm4791	0	0	0	0	0	0	0	0
Gm31698	0	0	0	0	0	0	0	0
Gm31756	0	0	0	0	0	0	0	0
Gm39332	0	0	0	0	0	0	0	0
Gm31816	0	0	0	0	0	0	0	0
LOC115487285	0	0	0	0	0	0	0	0
Gm22286	0	0	0	0	0	0	0	0
Cadm1	47	48	50	56	56	58	48	48
Gm10677	0	0	0	0	0	0	0	0
Gm32016	0	0	0	0	0	0	0	0
Gm40518	0	0	0	0	0	0	0	0
Nxpe4	4	1	0	3	2	0	1	2
LOC115487288	0	0	0	0	0	0	0	0
Gm51672	0	0	0	0	0	0	0	0
Nxpe2	2	1	1	1	0	1	1	0
Gm32131	0	0	0	0	0	0	0	0
Gm39335	0	0	0	2	0	0	0	8
Gm8884	0	0	0	0	0	0	0	0
Gm39334	23	16	10	34	7	2	10	15
Rexo2	4822	4354	5051	4728	4641	4456	4910	4253
Rbm7	780	936	999	833	988	844	987	945
Gm5617	34	41	65	38	65	42	33	38
Nnmt	6	2	7	4	3	2	1	1
Zbtb16	47	26	42	44	34	41	27	22
Gm32280	0	0	0	0	0	0	0	0
Gm32335	0	0	0	0	0	0	0	0
Htr3a	0	0	0	0	0	0	0	0
Htr3b	0	0	0	0	0	0	0	0
Gm51673	5	27	9	8	0	26	8	4
Usp28	134	97	90	90	136	121	99	132
Cldn25-ps	0	0	0	0	0	0	0	0
Zw10	1306	1132	1175	1085	1043	954	941	922
Tmprss5	24	58	82	22	19	40	48	23
Gm4894	0	0	0	0	0	0	0	0
Drd2	0	0	0	0	0	0	0	0
Gm46111	0	0	0	0	0	0	0	0
Ankk1	0	0	0	0	0	0	0	0
Ttc12	3	3	4	9	5	5	5	6
Ncam1	1	1	1	3	2	2	3	4
Gm11149	0	0	0	0	0	0	0	0
Gm25633	0	0	0	0	1	0	0	0
LOC115487296	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0
Gm40519	0	0	0	0	0	0	0	0
Gm39336	0	0	0	0	0	0	0	0
Gm38579	0	0	0	0	0	0	0	0
Gm32462	0	0	0	1	0	0	0	0
Plet1os	0	0	0	5	0	0	0	0
Plet1	11	6	8	9	5	7	4	5
Pts	160	138	140	136	172	183	110	177
Bco2	6	7	0	0	0	0	0	3
Il18	7	11	5	5	1	2	4	5
Tex12	0	0	0	0	0	0	0	0
Sdhd	202	209	335	426	518	497	247	378
Timm8b	1685	1512	1770	1488	1520	1478	1804	1591
Nkapd1	1013	1013	1311	1206	958	885	1134	941
Pih1d2	45	76	73	74	57	86	28	34
Dlat	1026	858	1087	1013	985	941	1162	893
Dixdc1	7	5	3	2	3	2	3	2
Gm39337	0	0	0	0	0	0	0	0
Gm51674	0	0	0	0	0	0	0	0
2310030G06Rik	1	3	6	0	1	4	4	2
Cryab	66	63	42	57	58	69	35	54
Hspb2	3	2	3	1	4	2	0	1
1110032A03Rik	84	72	48	47	28	61	40	48
Fdxacb1	86	89	137	106	135	98	118	95
Gm38476	11	7	15	15	12	8	10	9
Alg9	235	334	290	302	353	377	320	270
LOC115487294	0	0	0	0	0	0	0	0
Ppp2r1b	1126	1014	1106	1342	1012	1236	1302	1050
Gm25558	0	0	0	0	0	0	0	0
Sik2	113	106	146	140	139	109	145	142
Gm32681	0	0	0	0	0	0	15	0
Layn	4	2	2	4	2	1	6	5
Hoatz	2	1	1	0	4	0	2	1
Btg4	0	0	0	0	0	0	0	0
Mir34c	0	0	0	0	0	0	0	0
Mir34b	0	0	1	0	0	0	0	0
Gm32742	0	1	0	0	0	1	0	0
Pou2af1	116	117	79	84	154	112	163	65
Gm32819	12	21	5	9	10	16	3	10
Colca2	5	3	2	4	0	1	3	4
1810046K07Rik	0	0	0	0	0	0	0	0
Gm39338	0	0	0	0	0	0	0	0
Gm40520	0	0	0	0	0	0	0	0
Arhgap20	1	3	5	5	4	6	1	3
Arhgap20os	0	0	0	0	0	0	0	0
Gm6980	1	0	0	0	0	0	0	0
4933407I05Rik	0	0	0	0	0	0	0	0
Fdx1	333	361	286	300	234	332	259	243
Gm6981	1	0	1	2	0	0	18	9
Rdx	9896	8744	10115	9428	9719	8559	8978	8303
Zc3h12c	11	18	4	8	8	21	33	17
Mir6244	0	0	0	0	0	0	0	0
Gm25562	0	0	0	0	0	0	0	0
Gm33125	0	0	0	0	0	0	0	0
Gm33210	0	0	0	0	0	0	0	0
AI593442	0	0	0	0	0	0	0	0
Gm1715	0	0	0	0	0	0	0	0
Gm39339	0	0	0	0	0	0	0	0
Ddx10	5303	4899	5539	4549	4608	4334	4510	4190
Exph5	24	14	4	14	14	16	5	11
Poglut3	50	70	88	42	50	81	54	47
Mir130c	0	0	0	0	0	0	0	0
4930550C14Rik	0	3	11	3	3	1	0	2
Atm	2290	2039	2285	2070	2004	2057	1896	1912
Npat	1488	1315	1398	1317	1318	1330	1073	1090
Acat1	833	949	1063	1019	879	1050	905	768
Cul5	2751	2512	2548	2629	2692	2331	2687	2102
Gm22304	0	0	0	0	0	0	0	0
Gm16124	5	18	21	10	14	15	23	11
Rab39	5	4	1	0	0	6	0	0
Slc35f2	1123	1090	1362	1195	1147	941	1125	1125
Sln	6	6	6	8	5	2	7	3
Gm39340	0	0	0	0	0	0	0	0
Elmod1	0	0	3	1	2	1	1	2
Tnfaip8l3	3	2	0	0	3	1	1	0
LOC115487291	0	0	0	0	0	0	0	0
Cyp19a1	0	0	0	0	0	0	0	0
Gm51676	0	0	0	0	0	0	0	0
Gldnos	0	0	0	0	0	0	0	0
Gldn	0	0	0	0	0	0	0	0
Dmxl2	4	31	26	23	25	21	4	11
Sh2d7	0	0	0	0	0	0	0	0
Cib2	0	1	1	0	0	3	0	0
Idh3a	2393	2212	2360	2169	2115	1887	2224	2169
Acsbg1	35	33	34	32	15	8	13	11
Gm51677	0	0	0	0	0	0	0	0
Gm39341	0	0	0	0	0	0	0	0
Gm46113	0	0	0	11	0	0	18	0
Dnaja4	202	186	142	279	144	185	152	148
Mir5710	0	0	0	0	0	0	0	0
Wdr61	4517	4396	4472	4220	4089	4074	4338	3881
Crabp1	0	7	0	0	0	2	0	0
Ireb2	702	695	793	822	809	772	794	784
Hykk	1	2	6	2	2	1	0	3
AY074887	1	15	4	14	0	11	3	0
Psma4	4557	4341	4913	4175	4059	3917	4112	3948
Chrna5	0	0	0	0	0	0	0	0
Chrna3	0	0	0	0	0	0	0	0
Chrnb4	0	0	0	1	0	0	0	5
Ube2q2	529	388	484	423	397	389	324	387
Fbxo22	788	662	669	691	692	679	753	574
Nrg4	0	0	1	0	0	0	0	4
Tmem266	0	0	0	4	0	0	0	0
Etfa	734	723	735	738	780	690	670	623
Isl2	0	0	0	0	0	4	0	0
Scaper	842	796	813	713	726	685	719	573
Gm39342	61	32	30	35	41	27	29	20
4930563M21Rik	0	0	0	0	0	0	0	0
Gm7444	0	0	0	0	0	0	0	0
Rcn2	389	354	395	339	508	354	390	343
Pstpip1	583	490	568	614	366	500	474	362
Tspan3	515	586	703	586	513	534	462	656
Peak1	1819	1697	1648	1567	1477	1596	1505	1289
Peak1os	0	0	0	5	0	0	8	0
Hmg20a	235	202	286	214	159	262	252	192
Gm31529	0	0	0	0	0	0	0	0
Gm26868	0	0	0	0	0	0	0	0
Lingo1	5	12	0	0	0	13	16	3
Gm31642	0	0	0	0	0	0	0	0
Gm31586	0	0	0	0	0	0	0	0
Odf3l1	0	0	0	0	0	0	0	0
Cspg4	9	5	4	1	4	5	8	4
Snx33	36	62	36	71	76	34	25	43
Imp3	3860	4014	4161	3938	4092	3563	4498	3846
Snupn	367	447	502	477	438	512	495	393
Ptpn9	254	153	275	134	209	195	175	145
Gm10658	1	1	0	11	4	2	5	0
Sin3a	1452	1457	1475	1418	1357	1156	1246	1035
2700012I20Rik	6	3	4	4	3	4	20	5
Man2c1os	13	0	2	6	5	2	9	0
Man2c1	312	413	320	361	202	378	307	336
Neil1	94	67	97	121	72	146	41	59
Commd4	426	414	543	589	574	504	550	623
1700041C23Rik	0	0	0	0	0	0	0	0
Gm46115	0	0	0	0	0	0	0	0
Trcg1	0	0	0	0	0	0	0	0
1700017B05Rik	566	523	428	494	542	573	553	546
Gm39343	0	0	0	0	0	0	0	0
Ppcdc	276	312	403	291	267	278	350	242
4930430J02Rik	0	0	0	0	0	0	0	0
Scamp5	1	1	2	8	0	3	3	0
Gm51707	0	0	0	0	0	0	0	0
Rpp25	85	88	56	47	72	124	70	43
Cox5a	5980	5499	5947	5583	5734	6117	6045	5710
Fam219b	396	446	485	353	375	411	431	406
Mpi	172	107	141	86	111	113	137	146
Scamp2	1419	1628	1474	1615	1439	1268	1327	1299
Ulk3	202	216	185	222	182	166	304	171
Cplx3	0	0	0	0	0	0	0	3
Gm32392	0	0	4	7	0	6	2	5
Lman1l	5	0	3	6	3	4	14	0
Csk	2380	2281	2402	2279	2227	2365	2455	2264
Cyp1a2	0	0	0	0	0	0	0	2
Cyp1a1	1	0	0	0	0	0	0	0
Edc3	520	448	622	524	572	558	487	461
Clk3	938	935	1197	933	861	760	1035	792
Gm32510	0	0	5	0	6	0	0	1
Arid3b	378	463	474	476	342	444	464	381
Ubl7	134	100	87	77	67	75	80	60
Sema7a	625	661	692	783	698	706	770	733
Cyp11a1	0	0	0	12	10	0	0	9
Ccdc33	1	0	3	3	2	1	1	1
Gm16130	0	0	0	0	0	0	0	0
Stra6	27	27	14	10	26	3	17	4
Islr	2	1	0	1	0	1	1	3
Gm39344	0	0	0	0	0	0	0	0
Islr2	0	0	3	0	0	0	3	0
1600029O15Rik	0	0	1	0	0	0	0	0
Pml	1183	1219	1310	1197	1280	1034	1268	1132
Mir6385	0	0	0	0	0	0	0	0
Stoml1	152	142	145	126	110	109	125	141
Loxl1	38	19	41	26	24	23	25	26
Tbc1d21	0	0	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0	0	0
Gm32820	0	0	0	0	0	0	0	0
Gm32768	0	0	0	0	0	0	0	0
Insyn1	0	0	0	0	0	1	0	0
Cd276	1	2	1	0	1	0	2	0
Gm51678	0	0	0	0	0	0	0	0
Nptn	1343	1103	1309	1219	1157	1353	1477	1367
Rec114	0	0	0	0	0	1	0	0
Hcn4	1	0	3	0	0	0	2	0
Neo1	7	15	5	16	8	13	5	7
Gm33053	0	0	0	0	0	0	0	0
Gm39345	0	0	0	0	0	0	0	0
Adpgk	400	370	472	392	414	486	468	458
Bbs4	148	129	91	88	97	134	137	128
Arih1	2263	2556	2427	2321	2496	2093	2511	2333
Gm20199	0	0	0	0	0	0	0	0
Gm33180	0	0	0	0	0	0	0	0
Tmem202	0	1	0	0	0	0	0	0
Hexa	193	204	174	147	169	148	218	202
Celf6	0	4	0	0	0	0	0	0
Gm51709	0	0	0	0	0	1	0	0
Parp6	151	88	149	116	85	111	120	83
Gm51708	0	0	0	0	0	1	0	1
Pkm	17163	15897	16702	17035	14258	14451	17367	14201
LOC115487221	0	0	0	0	0	0	0	0
Gramd2	19	18	13	21	19	26	19	19
Senp8	161	97	102	95	129	78	123	129
Myo9a	842	953	1045	913	868	854	784	777
Gm20275	19	7	8	0	12	7	5	9
Nr2e3	0	0	0	0	0	0	0	3
Gm7616	0	0	0	0	0	0	0	0
Thsd4	3	2	6	7	3	7	2	4
2010001M07Rik	0	0	0	0	0	0	0	0
Gm51679	0	0	0	0	0	0	0	0
9230112J17Rik	0	0	0	0	1	0	0	0
Lrrc49	39	40	38	28	37	43	4	21
Larp6	0	0	2	0	0	0	0	0
1700036A12Rik	0	0	0	0	0	0	0	0
Uaca	25	17	21	14	16	15	22	16
Gm33643	0	0	0	0	0	0	0	0
Gm51680	0	0	0	0	0	0	0	0
LOC115487176	0	0	0	0	0	0	0	0
Gm5122	0	0	0	0	0	0	0	0
Gm33699	0	0	0	0	0	0	0	0
Gm46116	0	0	0	0	0	0	0	1
Gm34004	0	0	0	0	0	0	0	0
4933433G08Rik	0	0	0	0	0	0	0	0
Gm33914	0	0	0	0	0	0	0	0
I730028E13Rik	0	0	0	0	0	0	0	0
Gm34105	0	0	0	0	0	0	0	0
Gm51682	0	0	0	0	0	0	0	0
B930092H01Rik	0	0	0	0	0	0	0	0
Gm51681	0	0	0	0	0	0	0	0
Gm34264	0	0	0	0	0	0	0	0
Gm51683	0	0	0	0	0	0	0	0
LOC115487266	0	0	0	0	0	0	0	0
Gm39349	0	0	0	0	0	0	0	0
Gm34157	1	0	0	0	4	1	0	6
Tle3	809	897	823	724	694	719	660	618
Gm34322	0	0	0	0	0	0	0	0
Gm34424	0	0	0	0	0	0	0	0
Gm39350	0	0	0	0	0	0	0	0
Gm34770	0	0	0	0	0	0	0	0
Gm34828	0	0	0	0	0	0	0	0
Gm34974	0	0	0	0	0	0	0	0
Gm35058	0	0	0	0	0	0	0	0
Rplp1	83049	72854	83006	73766	68133	69338	79380	69407
Kif23	662	884	777	833	763	830	670	583
Paqr5	0	5	1	0	3	3	5	1
Gm35152	0	0	0	0	0	0	0	0
Glce	105	162	140	174	90	125	76	80
Mir5133	0	0	0	0	0	0	0	0
Gm39351	0	0	0	0	0	0	0	0
Gm35227	0	0	0	0	0	0	0	0
A730043L09Rik	0	0	0	0	0	0	0	0
Spesp1	0	0	0	0	0	0	0	0
Anp32a	2648	2609	2956	2482	2377	2468	2518	2036
