gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
Poc1b	1171	1050	1157	1279	954	1061	1034	998
Galnt4	425	368	421	449	356	386	322	347
Gm34574	0	0	0	1	1	4	1	1
Gm34777	1	2	1	2	0	2	1	1
Dusp6	394	396	440	431	311	361	382	337
Gm34921	0	1	0	0	0	1	1	1
Gm35035	8	3	6	5	4	2	8	3
Gm34983	1	2	1	1	1	1	3	1
Gm20110	0	0	0	0	0	0	0	0
Gm18409	0	0	0	0	0	0	0	0
Gm35101	0	1	0	0	0	0	0	1
Csl	12	9	6	3	6	9	8	3
Gm35206	0	0	0	0	0	0	0	0
Gm35437	0	0	0	0	0	0	0	0
Kitl	0	1	0	0	1	1	1	0
Gm35533	0	0	0	0	0	0	0	0
Gm4301	0	0	0	0	0	0	0	0
Gm4302	0	0	0	0	0	0	0	0
Gm4303	0	0	0	0	0	0	0	0
Gm4305	0	0	0	0	0	0	0	0
Gm4307	0	0	0	0	0	0	0	0
Gm4312	0	0	0	0	0	0	0	0
Tmtc3	240	244	264	251	254	258	209	230
Cep290	312	348	308	349	250	306	264	271
4930430F08Rik	279	272	296	369	272	273	270	276
1700017N19Rik	0	0	0	0	0	0	0	0
Gm35722	0	0	0	0	0	0	0	0
Gm26278	0	0	0	0	0	0	0	0
Mgat4c	0	0	0	0	0	0	0	0
Mir3059	0	0	0	0	0	0	0	0
Nts	0	0	1	1	1	0	0	1
Rassf9	0	0	0	0	0	0	0	0
Alx1	0	0	0	0	0	0	0	0
Gm34298	0	0	0	0	0	0	0	0
Lrriq1	0	0	0	0	0	0	0	0
Gm25376	0	0	0	0	0	0	0	0
6430590A10Rik	0	0	0	0	0	0	0	0
Slc6a15	0	0	0	0	0	0	0	0
Gm25143	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	0	0
Gm6763	0	0	0	0	0	0	0	0
Gm8764	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0
Gm20765	0	0	0	0	0	0	0	0
Gm4340	0	0	0	0	0	0	0	0
Gm22339	0	0	0	0	0	0	0	0
Mir6411	0	0	0	0	0	0	0	0
Gm22945	0	0	0	0	0	0	0	0
Gm25522	0	0	0	0	0	0	0	0
Gm40751	0	0	0	0	0	0	0	0
Gm25587	0	0	0	0	0	0	0	0
Gm40752	0	0	0	0	0	0	0	0
Gm40753	0	0	0	0	0	0	0	0
Gm25422	0	0	0	0	0	0	0	0
Tmtc2	144	149	177	186	125	161	112	115
Gm46241	4	2	3	2	3	5	4	3
Gm15663	7	2	2	2	4	3	0	3
Mettl25	479	474	493	502	484	489	450	447
Ccdc59	1421	1384	1493	1614	1267	1416	1228	1265
Ppfia2	0	0	0	0	0	0	0	0
4930532I03Rik	0	0	0	0	0	0	0	0
Acss3	0	0	0	0	0	0	0	0
Gm29674	0	0	0	0	0	0	0	0
Lin7a	0	0	0	0	0	0	0	0
Myf5	0	0	0	0	0	0	0	0
Myf6	0	0	0	0	0	0	0	0
Gm36177	0	0	0	0	0	0	0	0
Ptprq	0	0	0	0	0	0	0	0
Otogl	1	1	2	1	0	1	0	1
Gm29685	0	0	0	0	0	0	0	0
Gm40754	0	0	0	0	2	0	1	5
Ppp1r12a	5478	5564	5768	5962	4790	5484	5233	4987
Gm40755	1	1	0	0	1	1	0	0
Pawr	11	10	23	17	12	17	14	14
Gm23105	0	0	0	0	1	0	0	0
Gm36283	0	0	0	0	0	0	0	0
Gm36440	0	0	0	0	0	0	0	0
Gm36601	0	0	0	0	0	0	0	0
Syt1	0	0	0	0	0	1	0	0
Gm5136	0	0	0	0	0	0	0	0
Gm23041	0	0	0	0	0	0	0	0
Gm40757	0	0	0	0	0	0	0	0
Nav3	0	0	0	0	0	0	0	0
LOC115487471	0	0	0	0	0	0	0	0
9230102K24Rik	0	0	0	0	0	0	0	0
Gm36751	0	0	0	0	0	0	0	0
E2f7	403	403	389	387	317	377	339	311
Gm51780	0	0	0	0	0	0	0	0
Gm36808	0	0	0	0	0	0	0	0
Gm23698	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	0	0	0
Gm22186	0	0	0	0	0	0	0	0
Gm22236	0	0	0	0	0	0	0	0
Csrp2	265	239	277	310	277	279	288	300
Zdhhc17	1037	1000	1072	1080	1036	1020	958	918
Gm51781	0	0	0	0	0	0	0	0
Gm29916	0	0	0	0	0	0	0	0
Osbpl8	7654	8041	8547	8741	7325	7972	7790	7281
Gm51266	0	0	0	0	1	0	0	0
Bbs10	196	170	187	171	178	187	204	164
Gm40760	0	6	3	4	5	3	2	2
Gm30095	0	0	0	0	0	0	0	0
Gm40761	0	0	0	0	0	0	0	0
Gm30145	0	0	0	1	0	0	1	0
Nap1l1	30981	29679	32626	36189	27003	30502	28275	28790
Gm25117	39	29	17	35	26	31	24	22
Gm5176	38	37	20	29	38	38	21	32
Phlda1	343	354	405	430	304	349	312	337
Gm30193	0	0	0	0	0	0	0	0
Gm30262	1	0	1	4	1	7	2	3
4933440J02Rik	0	0	0	0	0	0	0	0
Gm40763	0	0	0	0	0	0	0	0
Gm30624	0	0	0	0	0	0	0	1
Gm20758	0	0	0	0	0	0	0	0
Krr1	2878	2901	2963	3391	2579	2862	2606	2569
Glipr1	416	438	504	419	384	570	455	455
Gm46179	1	2	1	1	0	2	0	0
Glipr1l1	0	0	0	0	0	0	0	0
Glipr1l2	0	0	0	0	0	0	0	0
Glipr1l3	0	0	0	0	0	0	0	0
Caps2	0	0	0	0	0	0	0	0
Kcnc2	0	1	0	0	3	2	0	1
Gm40764	0	0	0	0	0	0	0	0
1700010J16Rik	0	0	0	0	0	0	0	0
Gm3942	0	0	0	0	0	0	0	0
Atxn7l3b	3188	3254	3502	3653	2791	3303	3000	2948
Gm22507	0	0	0	0	0	0	0	0
Gm40765	0	0	0	0	0	0	0	0
Gm31058	0	0	0	0	0	0	0	0
Trhde	0	0	0	0	0	0	0	0
Gm40766	0	0	0	0	0	0	0	0
Gm15723	0	0	0	0	0	0	0	0
Gm40767	0	0	0	0	0	0	0	0
Gm31182	0	0	0	0	0	0	0	0
Gm31267	0	0	0	0	0	0	0	0
Gm22070	0	0	0	0	0	0	0	0
Tph2	0	0	0	0	0	0	0	0
Tbc1d15	2348	2448	2626	2693	2157	2497	2183	2200
Rab21	3099	3133	3461	3755	2861	3275	2931	3030
Tmem19	1020	1068	1121	1214	937	1144	1012	1006
Thap2	959	1002	1056	983	803	993	837	814
Zfc3h1	6165	5951	5687	5389	5701	6218	5587	5317
Lgr5	0	0	0	0	0	0	0	0
A930009A15Rik	0	0	0	0	0	0	0	0
Tspan8	0	0	0	0	0	0	0	0
4930422I22Rik	0	1	0	0	0	0	0	0
Ptprr	0	0	0	0	0	0	0	0
Taf7l2	0	0	0	0	0	0	0	0
Ptprb	0	0	0	0	0	0	1	0
Gm26495	0	0	0	0	0	0	0	0
Kcnmb4	13	20	20	19	16	22	23	14
Kcnmb4os1	2	0	0	0	0	0	0	0
Kcnmb4os2	1	5	2	1	1	1	0	2
Cnot2	4025	3982	4288	4579	3756	4283	3891	3778
Gm31593	51	37	34	27	24	33	33	25
Gm26579	1	0	0	2	0	1	0	0
1700030O20Rik	0	0	0	0	0	0	0	0
4930579P08Rik	0	0	0	0	0	0	0	0
Myrfl	1	2	4	1	3	6	1	5
Rab3ip	1130	1074	1146	1230	926	1054	931	925
Gm51782	150	154	174	117	141	158	128	139
4933412E12Rik	254	242	253	247	193	233	216	187
Gm40768	29	17	23	26	21	24	20	17
D630029K05Rik	4	3	6	2	2	4	2	4
Gm46182	0	0	0	1	0	0	0	0
Best3	0	1	0	0	0	0	0	0
Gm10747	3	1	0	2	1	0	1	0
Lrrc10	0	0	0	0	1	0	2	2
Cct2	36899	36248	40038	41990	32461	36822	33270	33451
Frs2	1513	1455	1500	1477	1256	1502	1362	1369
4930423D24Rik	0	0	0	0	0	0	0	0
Gm40769	0	0	0	0	0	0	0	0
Yeats4	2707	2619	3011	3061	2354	2779	2371	2475
Gm31963	15	16	13	22	22	19	19	11
9530003J23Rik	0	0	0	0	0	0	0	0
Lyz2	1	0	3	0	0	5	0	1
Lyz1	1	0	0	0	0	0	0	1
Cpsf6	12933	12816	13097	13500	12081	13090	12092	11587
Gm40770	4	6	3	1	1	1	6	7
Gm32141	0	0	0	0	0	0	0	0
Gm51783	0	0	0	0	0	0	0	0
Gm32235	0	0	0	0	0	0	0	0
Gm32319	0	0	0	0	0	0	0	0
Gm32365	0	0	0	0	0	1	1	0
Cpm	445	535	527	557	325	441	388	384
Gm25709	0	2	0	0	0	0	0	0
Mdm2	3904	3783	4190	4212	3605	3891	3748	3596
Slc35e3	436	418	414	442	370	420	347	387
Nup107	7465	7568	7790	8460	6708	7829	7022	7214
Rap1b	16719	16447	18763	19644	15314	17012	15498	15894
Gm40773	33	34	42	45	55	58	41	33
Gm32552	5	4	6	2	2	5	4	3
Gm32605	41	27	24	28	21	17	19	24
4933411E08Rik	3	1	4	2	0	2	7	1
Gm32663	0	0	0	0	0	0	0	0
Mdm1	921	870	963	922	785	926	834	835
Gm40775	0	0	0	0	0	0	0	0
Il22	0	1	2	0	0	3	3	10
Iltifb	0	0	0	0	0	0	0	1
Ifng	1053	1110	1215	1440	2749	2270	2068	2810
Ifngas1	1	5	1	4	4	2	6	2
Gm33337	0	0	1	0	0	0	1	0
LOC115485728	0	2	0	2	1	0	1	1
Gm33439	0	0	0	0	0	0	0	0
Gm33481	0	0	0	0	0	0	0	0
Gm40776	0	0	0	1	0	0	0	0
Dyrk2	1837	1931	1983	1989	1660	1954	1778	1693
Gm40777	7	2	1	3	2	1	2	1
Gm38403	0	0	0	0	0	0	0	0
Gm33624	0	0	0	0	0	0	0	1
Gm33677	0	0	0	0	1	0	1	0
Gm33861	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0
Gm33982	0	0	0	0	0	0	0	0
Gm34045	0	0	0	0	0	0	0	0
Cand1	10027	9893	10673	11553	8489	10146	9198	8951
4930477N07Rik	0	0	0	0	0	0	0	0
Gm40778	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0
Grip1	21	20	22	14	32	18	26	18
Gm40780	0	0	0	0	0	0	0	0
Grip1os2	0	0	0	0	0	0	0	0
Gm46207	0	0	0	0	0	0	0	0
Gm51815	0	0	0	0	0	0	0	0
Grip1os1	0	0	0	0	0	0	0	0
Helb	3155	3325	3516	3374	2884	3632	3375	3057
Irak3	4	3	9	5	5	8	11	2
Gm34545	0	0	0	0	0	0	0	0
Gm40781	1	0	0	0	0	1	0	0
Gm38500	0	0	1	1	1	3	2	2
Tmbim4	1206	1189	1310	1309	1061	1192	1057	1149
Gm40782	11	4	6	7	6	13	10	7
Llph	1275	1224	1333	1369	1132	1184	1092	1087
Hmga2	0	0	0	0	0	0	0	0
1700006J14Rik	0	0	0	0	0	0	0	0
Gm40783	0	0	0	0	0	0	0	0
9230105E05Rik	0	0	0	0	0	0	0	0
Mir763	0	0	0	0	0	0	0	0
Gm51785	0	0	0	0	0	0	0	0
Gm34952	0	0	0	0	0	0	0	0
4930471E19Rik	0	0	0	0	0	0	0	0
Gm35062	0	0	0	0	0	0	0	0
Gm35130	0	0	0	0	0	0	0	0
Gm35182	0	0	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0	0	0
Msrb3	1	2	3	3	1	5	2	5
Gm15910	4	5	4	4	4	1	4	7
Gm4473	0	0	0	0	0	0	0	0
Lemd3	1196	1258	1365	1326	1239	1443	1297	1260
Gm50589	4	5	3	0	0	10	3	3
Gm35235	4	4	2	1	1	0	1	2
Gm40784	0	0	0	0	0	0	0	0
Wif1	0	0	0	0	0	0	0	0
Gm10741	0	0	0	0	0	0	0	0
Gm51756	0	0	0	0	0	0	0	0
4930432O09Rik	0	0	0	0	0	0	0	0
Gm35404	0	0	0	0	0	0	0	0
Tbc1d30	40	27	33	27	25	39	38	29
Gm51786	0	0	0	1	0	0	0	0
Gm40785	0	0	0	0	0	0	0	0
Gns	843	737	822	874	765	812	778	740
Rassf3	907	966	952	1021	777	989	839	813
Gm40787	1	3	1	2	2	3	4	0
Gm46204	0	0	1	1	0	1	0	0
Gm35696	0	0	0	0	0	0	0	0
Tbk1	1994	1928	2129	2191	1850	2134	1892	1946
Xpot	8558	8564	8764	9576	7380	8024	7471	7538
Gm35816	36	39	36	40	35	40	36	36
D930020B18Rik	7	3	7	13	7	12	12	6
Gm35865	0	0	0	0	0	0	0	0
BC048403	723	715	777	734	597	654	576	645
Srgap1	4	9	2	10	9	6	6	6
Gm46183	1	0	3	1	0	2	0	1
Gm51787	0	0	0	0	0	0	0	0
Gm9079	21	9	21	27	11	13	20	12
Rxylt1	873	813	868	1009	820	868	781	850
Gm4489	0	1	0	0	0	0	0	0
Gm40790	0	0	0	0	0	0	0	0
Gm36041	0	0	0	0	0	0	0	0
Avpr1a	1	1	0	0	0	0	0	1
Gm40791	1	1	0	1	0	0	0	0
A130077B15Rik	0	0	0	0	1	0	0	0
Gm36284	1	0	0	0	1	0	2	0
Gm40793	0	0	0	0	0	0	0	0
Mir6412	0	0	0	0	0	0	0	0
Ppm1h	2451	2471	2705	2667	2269	2654	2472	2292
Mir8104	0	0	0	0	0	0	0	0
Gm36208	15	17	13	15	14	14	11	12
Gm51817	4	6	5	7	9	6	9	6
Gm51818	1	0	0	1	0	1	1	0
Mirlet7i	0	1	2	4	1	1	0	1
Mon2	3224	3241	3442	3561	2875	3448	3091	3089
Usp15	5781	5630	6032	6519	5393	5802	5376	5546
Gm4129	24	16	18	13	12	20	14	9
Gm36628	0	0	0	0	0	0	0	0
Tafa2	0	0	0	0	0	0	0	0
Gm40794	0	0	0	0	0	0	0	0
4930503E24Rik	0	2	3	0	2	1	1	1
Gm36719	0	0	0	0	0	0	0	0
Gm36771	0	0	0	0	0	0	0	0
Gm46205	0	0	0	0	0	0	0	0
Slc16a7	6	11	4	6	7	9	4	7
Gm40795	0	0	0	0	0	0	0	0
Gm36884	0	0	0	0	0	0	0	0
Gm40796	0	0	0	0	0	0	0	0
Gm29862	0	0	0	0	0	0	0	0
Gm29944	0	0	0	0	0	0	0	0
Lrig3	9	9	4	8	2	1	5	1
Gm29997	0	0	0	0	0	0	0	0
Gm30041	0	0	0	0	0	0	0	0
1700021G15Rik	0	0	0	0	0	0	0	0
1700025K04Rik	0	0	0	0	0	0	0	0
Gm40797	0	0	0	0	0	0	0	0
Mir378d	0	0	0	0	0	0	0	0
4930484H19Rik	0	0	0	0	0	0	0	0
Gm51788	0	0	0	0	1	0	0	0
Gm24179	0	0	0	0	0	0	0	0
Atp23	579	516	590	539	490	502	492	548
Gm30456	0	0	0	0	0	0	0	0
Gm30539	0	0	0	0	0	0	0	0
Gm40798	1	1	1	1	1	3	0	0
Ctdsp2	1691	1717	1765	1764	1285	1639	1484	1336
Mir26a-2	0	0	0	0	2	0	2	0
Mir546	0	0	0	0	0	0	0	0
Avil	42	60	47	50	10	9	15	13
Tsfm	2180	1946	2228	2395	1974	2078	1924	2007
Eef1akmt3	4	4	6	5	17	9	9	5
Mettl1	2037	1910	2039	2186	1722	2027	1726	1869
Cyp27b1	23	18	28	25	23	29	16	8
Marchf9	312	316	313	302	237	270	289	299
Cdk4	13744	13179	14609	14873	11242	13417	12354	12354
Tspan31	3181	2923	3235	3359	3000	3278	2963	2926
A730063M14Rik	10	7	9	6	14	7	7	10
Agap2	2853	2748	2947	2939	2555	3041	2680	2607
Os9	5413	5151	5503	5622	4547	5375	4823	4772
Gm40799	27	19	19	13	21	19	20	18
Gm51819	15	13	11	5	15	18	13	8
B4galnt1	12714	11726	12679	12757	10241	12788	11316	10967
Slc26a10	512	528	587	538	493	565	544	524
Arhgef25	176	154	188	180	180	195	179	169
Dtx3	2176	1969	2163	2160	2082	2217	2124	1987
F420014N23Rik	48	54	59	43	45	50	46	32
Pip4k2c	1617	1608	1727	1750	1469	1686	1476	1399
Kif5a	114	86	100	91	78	100	87	99
Gm40800	0	0	0	0	0	0	0	0
Dctn2	4292	3893	4279	4239	3666	4090	3763	3792
Mbd6	2349	2032	2134	2321	2015	2196	1956	2167
Ddit3	522	464	511	457	418	488	495	443
Mars1	11594	10981	11545	12212	9814	11394	10488	10434
Arhgap9	4514	4302	4858	4730	4039	4654	4332	4211
Gli1	36	43	34	42	40	35	31	40
Inhbe	1	0	1	1	0	0	0	0
Inhbc	0	0	0	1	0	0	1	0
R3hdm2	2272	2262	2464	2466	1848	2240	2113	2018
Gm23819	0	1	0	0	0	0	0	1
Stac3	58	32	32	39	58	57	33	40
Ndufa4l2	1	4	2	0	2	1	4	1
Shmt2	21302	19451	21061	22612	17698	19472	18073	18292
Nxph4	6	3	9	10	1	5	5	4
Lrp1	85	69	76	79	81	98	106	105
Gm16217	0	0	0	0	0	0	0	0
Gm51820	0	0	0	0	0	0	0	1
Gm40802	0	1	1	2	0	1	1	0
Stat6	7682	7485	8079	8097	7098	8397	7540	7302
Gm30989	59	88	57	60	98	89	57	70
Nab2	2706	2548	2796	2993	2301	2577	2463	2509
1700012D01Rik	48	45	35	37	22	34	37	31
Gm16230	4	4	3	3	3	3	4	0
Nemp1	3712	3628	3779	3746	3424	3867	3367	3433
Myo1a	108	107	125	128	122	134	104	122
Tac2	1	0	0	0	0	1	0	0
Zbtb39	643	651	647	674	583	622	598	571
Gpr182	18	14	16	11	21	15	16	23
Rdh1	4	4	1	1	4	3	1	3
Rdh9	6	5	8	0	6	1	3	3
Rdh16	0	1	0	0	0	0	0	0
Rdh18-ps	0	0	1	0	0	0	2	0
Rdh19	0	0	0	0	0	0	0	0
Rdh16f2	0	0	0	0	0	0	0	0
Gm31091	0	0	0	0	0	0	0	0
Rdh7	0	0	0	0	0	0	0	0
Sdr9c7	0	0	0	0	0	0	0	0
Gm40804	0	0	0	0	0	0	0	0
Gm40805	0	0	0	0	0	0	0	0
Gm23996	0	0	0	0	0	0	0	0
Hsd17b6	0	0	0	0	0	0	0	0
Prim1	4159	4126	4502	4777	4056	4469	3975	4002
Naca	17993	17337	19170	20256	15838	18198	16400	16520
Ptges3	6220	6171	6695	7467	5619	6118	5673	5897
Atp5b	77978	74376	81244	86464	65948	77255	69479	68446
Snord59a	5	7	9	9	4	7	3	4
Mir677	8	13	12	11	9	6	8	15
Baz2a	5898	6107	5979	5870	5146	5997	5923	5444
Gm51821	1	6	3	9	7	9	7	10
Rbms2	1952	1733	1938	2021	1607	1777	1653	1681
Gls2	1205	1122	1209	1284	1091	1193	1117	1153
Spryd4	523	549	608	650	481	548	532	524
Mip	2	2	0	0	1	2	0	1
Gm26847	28	24	25	23	16	28	21	22
Timeless	6203	6363	6405	6552	5187	6302	5712	5490
Apon	29	33	21	28	30	34	24	23
Apof	12	7	12	22	5	3	11	10
Stat2	3574	3321	3416	3410	3052	3286	3036	3080
Il23a	32	38	50	31	26	18	9	22
Gm23241	0	1	2	0	0	0	0	0
Pan2	2408	2413	2547	2476	2200	2567	2346	2246
Cnpy2	1439	1278	1490	1517	1220	1369	1232	1275
Gm51822	17	5	15	8	5	12	10	10
Cs	19067	18340	19859	21129	16611	19391	17895	17502
Gm23182	0	0	0	1	0	0	0	0
Coq10a	424	407	431	467	389	458	412	391
Ankrd52	8367	8461	8185	8242	6257	7949	7387	7185
Mir6914	0	0	0	0	0	1	0	0
Mir6915	1	1	0	0	0	0	0	0
Slc39a5	54	54	61	52	54	61	48	72
Nabp2	2876	2541	2839	2980	2387	2793	2447	2370
Rnf41	1182	1133	1209	1287	978	1146	1020	1047
Gm26347	8	4	5	6	6	7	7	7
n-TScga2	0	0	1	1	0	0	0	0
Mir8105	9	10	8	5	2	9	6	5
Smarcc2	5673	5580	5703	5858	4700	5606	5167	4893
Myl6	5217	4990	5343	5648	4418	5303	4991	4914
Myl6b	128	118	111	103	120	120	109	125
A430046D13Rik	136	145	156	123	144	143	142	122
Esyt1	14496	14159	15057	14929	12674	14665	13235	12977
Mir6916	0	0	0	0	0	0	0	0
Gm51823	641	559	621	517	565	596	589	590
Zc3h10	1363	1237	1394	1539	1197	1323	1241	1253
Rpl41	18412	16946	18788	19764	16363	18398	16777	17334
Pa2g4	34585	32289	34603	38765	29616	33396	31090	31204
Erbb3	378	407	461	434	345	407	393	325
Mir6917	0	0	0	0	0	0	0	0
Rps26	23937	23682	26404	27467	21607	24774	22958	22959
Ikzf4	829	869	867	982	903	964	932	903
Gm26876	9	10	11	11	12	7	9	12
Gm51824	0	0	0	0	0	0	1	0
Suox	869	768	885	913	751	952	845	764
Rab5b	1065	1047	1076	1140	939	1187	1078	1032
Pmel	89	93	95	86	58	82	74	70
Cdk2	4871	4681	5101	5156	4384	4825	4584	4415
Dgka	5860	5577	5948	5894	4898	5859	5142	4805
Gm31504	9	12	18	21	23	15	20	20
Pym1	2126	2009	2172	2325	1857	2100	1835	1861
Mmp19	0	0	1	1	2	1	0	1
Tmem198b	328	290	338	280	282	328	283	317
Dnajc14	3255	3264	3240	3328	2686	3201	2944	2760
Ormdl2	599	618	666	654	544	641	564	574
Sarnp	2283	2215	2470	2613	2136	2362	2119	2083
Gdf11	543	451	541	566	468	502	444	495
Cd63	26	16	33	35	17	22	29	22
Rdh5	27	32	27	19	27	23	18	18
Bloc1s1	269	234	301	290	207	244	242	210
Itga7	68	65	69	47	52	84	64	55
Gm46186	0	0	1	0	0	0	1	1
Mettl7b	0	0	0	1	0	0	2	0
9030616G12Rik	0	0	0	0	0	0	0	0
Olfr9	0	0	0	0	0	0	0	0
Olfr763	0	0	0	0	0	0	0	0
Olfr765	0	0	0	0	0	0	0	0
Olfr767	0	0	0	0	0	0	0	0
Olfr768	0	0	0	0	0	0	0	0
Olfr769	0	0	0	0	0	0	0	0
Olfr770	0	0	0	0	0	0	0	0
Olfr771	0	0	0	0	0	0	0	0
Olfr772	0	0	0	0	0	0	0	0
Olfr773	0	0	0	0	0	0	0	0
Olfr774	0	0	0	0	0	0	0	0
Olfr775	0	0	0	0	0	0	0	0
Olfr776	0	0	0	0	0	0	0	0
Olfr777	0	0	0	0	0	0	0	0
Gm25764	0	0	0	0	0	0	0	0
Olfr780	0	0	0	0	0	0	0	0
Olfr781	0	0	0	0	0	0	0	0
Olfr782	0	0	0	0	0	0	0	0
Olfr784	0	0	0	0	0	0	0	0
Olfr785	0	0	0	0	0	0	0	0
Olfr786	0	0	0	0	0	0	0	0
Olfr787	0	0	0	0	0	0	0	0
Olfr788	0	0	0	0	0	0	0	0
Olfr789	0	0	0	0	0	0	0	0
Olfr790	0	0	0	0	0	0	0	0
Olfr791	0	0	0	0	0	0	0	0
Olfr792	0	0	0	0	0	0	0	0
Olfr794	0	0	0	0	0	0	0	0
Olfr796	0	0	0	0	0	0	0	0
Olfr798	0	0	0	0	0	0	0	0
Olfr799	0	0	0	0	0	0	0	0
Olfr800	0	0	0	0	0	0	0	0
Olfr801	0	0	0	0	0	0	0	0
Olfr802	0	0	0	0	0	0	0	0
Olfr803	0	0	0	0	0	0	0	0
Olfr804	0	0	0	0	0	0	0	0
Olfr805	0	0	0	0	0	0	0	0
Olfr806	0	0	0	0	0	0	0	0
Olfr807	0	0	0	0	0	0	0	0
Olfr808	0	0	0	0	0	0	0	0
Olfr809	0	0	0	0	0	0	0	0
Olfr810	0	0	0	0	0	0	0	0
Olfr811	0	0	0	0	0	0	0	0
Olfr812	0	0	0	0	0	0	0	0
Olfr813	0	0	0	0	0	0	0	0
Olfr814	0	0	0	0	0	0	0	0
Olfr815	0	0	0	0	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0
Olfr818	0	0	0	0	0	0	0	0
Olfr819	0	0	0	0	0	0	0	0
Olfr247	0	0	0	0	0	0	0	0
Gm10310	0	0	0	0	0	0	0	0
Olfr820	0	0	0	0	0	0	0	0
Olfr821	0	0	0	0	0	0	0	0
Olfr822	0	0	0	0	0	0	0	0
Olfr823	0	0	0	0	0	0	0	0
Olfr824	0	0	0	0	0	0	0	0
Olfr825	0	0	0	0	0	0	0	0
Olfr826	0	0	0	0	0	0	0	0
Olfr827	0	0	0	0	0	0	0	0
Neurod4	0	0	0	0	0	0	0	0
Tespa1	902	956	1016	880	944	1170	1111	961
Vmn2r84	19	18	19	11	29	28	30	19
Vmn2r85	0	0	0	0	1	0	0	0
Vmn2r86	0	0	0	0	0	0	0	0
Vmn2r87	0	0	0	1	0	0	4	1
Gm23793	2	1	3	0	0	2	1	1
Pisd-ps1	374	397	399	344	408	434	413	366
Sfi1	1790	1515	1556	1540	1561	1627	1520	1566
Gm33862	101	84	77	102	85	109	83	81
Gm51877	25	19	20	16	18	25	15	22
Eif4enif1	13223	12322	13347	14543	11180	12493	11343	11597
Drg1	5003	4838	5268	5633	4403	4864	4536	4578
Patz1	1866	1906	1945	2018	1603	1848	1588	1752
Gm12592	49	44	48	39	51	57	52	36
Gm11944	57	50	41	34	38	40	36	43
Pik3ip1	750	724	797	700	747	901	842	721
Limk2	3093	3029	3155	3087	2828	3376	3053	2820
Gm51879	99	88	101	96	124	108	88	98
Rnf185	693	721	739	766	681	777	729	743
8430429K09Rik	148	149	179	182	131	158	153	121
Pla2g3	12	8	10	5	6	8	8	8
Inpp5j	4	2	3	0	6	5	4	2
Selenom	13	22	10	13	12	15	9	12
Smtn	234	229	230	200	180	255	224	216
Gm11946	2	2	0	1	0	0	0	1
Gm34488	0	0	0	0	0	0	0	0
Gm39567	0	0	0	0	0	0	0	0
Tug1	3702	3640	3864	3687	3530	3797	3493	3286
Morc2a	3092	3003	3036	3179	2716	3151	2828	2795
Osbp2	1	0	0	0	1	1	2	0
Gm51881	0	0	0	0	0	0	0	0
Gm51882	0	0	0	0	0	0	0	0
Gm51880	0	0	0	0	0	0	0	0
4921536K21Rik	1	0	2	2	1	0	0	1
Dusp18	6	13	13	12	10	11	13	9
Slc35e4	26	23	27	42	25	19	27	22
Tcn2	66	71	89	71	65	81	74	63
Pes1	8022	7618	8237	9017	6683	8038	7292	7255
Gal3st1	2	2	1	1	1	0	2	1
Gm46265	0	0	0	0	1	1	0	0
Sec14l4	0	0	0	0	0	0	0	0
Sec14l3	0	0	0	0	0	0	0	0
Gm51935	3	2	3	1	4	3	4	0
Mtfp1	456	418	443	506	369	432	392	411
Sec14l2	16	26	20	24	22	23	19	31
Gm51934	4	2	1	2	0	2	0	1
Rnf215	488	408	460	465	466	478	428	507
Mir3060	16	19	16	9	14	17	12	23
Ccdc157	349	285	325	298	325	361	330	313
Sf3a1	11917	11637	12347	13315	10071	11976	10649	10622
Tbc1d10a	1093	1047	1130	1145	1003	1227	1072	1148
Castor1	92	81	114	103	91	119	78	82
Osm	552	524	624	669	608	649	660	682
Lif	3461	3341	3855	4677	2822	2725	2619	3468
Gm11958	1	5	7	3	0	0	2	1
Gm24803	2	0	0	0	0	0	0	0
Hormad2	54	55	56	45	48	46	73	39
Mtmr3	3656	3792	3957	4067	3282	3837	3433	3351
Gm11961	0	0	0	0	0	0	0	0
Ascc2	4573	4285	4381	4354	3801	4386	4079	4004
Gm51883	4	3	6	4	5	5	3	4
Uqcr10	1272	1241	1317	1367	1107	1254	1069	1143
Zmat5	507	479	593	535	404	532	469	465
Cabp7	9	8	4	6	12	17	7	7
Gm35102	0	0	0	0	0	0	1	0
Nf2	5544	5494	5643	6010	4627	5378	4746	4890
Nipsnap1	2006	1878	2052	2116	1662	1920	1751	1673
Mir6918	0	0	0	0	0	1	0	0
Thoc5	2505	2493	2715	2742	2051	2510	2347	2269
AA413626	17	18	28	16	20	19	16	23
Gm35321	33	34	54	39	29	42	31	28
Nefh	4510	4190	4335	4699	3177	3586	3344	3385
Ap1b1	4609	4416	4634	4868	3821	4391	3875	3910
